author,title,style,transfer_type,text
TRANSFER_BEFORE_07,Jane Eyre,XIX,TRANSFER_BEFORE,"November, December, and half of January passed away. Christmas and the New Year had been celebrated at Gateshead with the usual festive cheer; presents had been interchanged, dinners and evening parties given. From every enjoyment I was, of course, excluded: my share of the gaiety consisted in witnessing the daily apparelling of Eliza and Georgiana, and seeing them descend to the drawing-room, dressed out in thin muslin frocks and scarlet sashes, with hair elaborately ringletted; and afterwards, in listening to the sound of the piano or the harp played below, to the passing to and fro of the butler and footman, to the jingling of glass and china as refreshments were handed, to the broken hum of conversation as the drawing-room door opened and closed. When tired of this occupation, I would retire from the stairhead to the solitary and silent nursery: there, though somewhat sad, I was not miserable. To speak truth, I had not the least wish to go into company, for in company I was very rarely noticed; and if Bessie had but been kind and companionable, I should have deemed it a treat to spend the evenings quietly with her, instead of passing them under the formidable eye of Mrs. Reed, in a room full of ladies and gentlemen. But Bessie, as soon as she had dressed her young ladies, used to take herself off to the lively regions of the kitchen and housekeeper’s room, generally bearing the candle along with her. "
Charlotte Bronte,Jane Eyre,XIX,ORIGINAL,"Mrs. Reed and I were left alone: some minutes passed in silence; she was sewing, I was watching her. Mrs. Reed might be at that time some six or seven and thirty; she was a woman of robust frame, square-shouldered and strong-limbed, not tall, and, though stout, not obese: she had a somewhat large face, the under jaw being much developed and very solid; her brow was low, her chin large and prominent, mouth and nose sufficiently regular; under her light eyebrows glimmered an eye devoid of ruth; her skin was dark and opaque, her hair nearly flaxen; her constitution was sound as a bell⁠—illness never came near her; she was an exact, clever manager; her household and tenantry were thoroughly under her control; her children only at times defied her authority and laughed it to scorn; she dressed well, and had a presence and port calculated to set off handsome attire."
Charlotte Bronte,Jane Eyre,XIX,ORIGINAL,"I remember but little of the journey; I only know that the day seemed to me of a preternatural length, and that we appeared to travel over hundreds of miles of road. We passed through several towns, and in one, a very large one, the coach stopped; the horses were taken out, and the passengers alighted to dine. I was carried into an inn, where the guard wanted me to have some dinner; but, as I had no appetite, he left me in an immense room with a fireplace at each end, a chandelier pendent from the ceiling, and a little red gallery high up against the wall filled with musical instruments. Here I walked about for a long time, feeling very strange, and mortally apprehensive of someone coming in and kidnapping me; for I believed in kidnappers, their exploits having frequently figured in Bessie’s fireside chronicles. At last the guard returned; once more I was stowed away in the coach, my protector mounted his own seat, sounded his hollow horn, and away we rattled over the “stony street” of L⁠⸺."
Charlotte Bronte,Jane Eyre,XIX,ORIGINAL,"While the direction was being executed, the lady consulted moved slowly up the room. I suppose I have a considerable organ of veneration, for I retain yet the sense of admiring awe with which my eyes traced her steps. Seen now, in broad daylight, she looked tall, fair, and shapely; brown eyes with a benignant light in their irids, and a fine pencilling of long lashes round, relieved the whiteness of her large front; on each of her temples her hair, of a very dark brown, was clustered in round curls, according to the fashion of those times, when neither smooth bands nor long ringlets were in vogue; her dress, also in the mode of the day, was of purple cloth, relieved by a sort of Spanish trimming of black velvet; a gold watch (watches were not so common then as now) shone at her girdle. Let the reader add, to complete the picture, refined features; a complexion, if pale, clear; and a stately air and carriage, and he will have, at least, as clearly as words can give it, a correct idea of the exterior of Miss Temple⁠—Maria Temple, as I afterwards saw the name written in a prayerbook entrusted to me to carry to church."
Charlotte Bronte,Jane Eyre,XIX,ORIGINAL,"The garden was a wide enclosure, surrounded with walls so high as to exclude every glimpse of prospect; a covered verandah ran down one side, and broad walks bordered a middle space divided into scores of little beds: these beds were assigned as gardens for the pupils to cultivate, and each bed had an owner. When full of flowers they would doubtless look pretty; but now, at the latter end of January, all was wintry blight and brown decay. I shuddered as I stood and looked round me: it was an inclement day for outdoor exercise; not positively rainy, but darkened by a drizzling yellow fog; all under foot was still soaking wet with the floods of yesterday. The stronger among the girls ran about and engaged in active games, but sundry pale and thin ones herded together for shelter and warmth in the verandah; and amongst these, as the dense mist penetrated to their shivering frames, I heard frequently the sound of a hollow cough."
Charlotte Bronte,Jane Eyre,XIX,ORIGINAL,"During January, February, and part of March, the deep snows, and, after their melting, the almost impassable roads, prevented our stirring beyond the garden walls, except to go to church; but within these limits we had to pass an hour every day in the open air. Our clothing was insufficient to protect us from the severe cold: we had no boots, the snow got into our shoes and melted there: our ungloved hands became numbed and covered with chilblains, as were our feet: I remember well the distracting irritation I endured from this cause every evening, when my feet inflamed; and the torture of thrusting the swelled, raw, and stiff toes into my shoes in the morning. Then the scanty supply of food was distressing: with the keen appetites of growing children, we had scarcely sufficient to keep alive a delicate invalid. From this deficiency of nourishment resulted an abuse, which pressed hardly on the younger pupils: whenever the famished great girls had an opportunity, they would coax or menace the little ones out of their portion. Many a time I have shared between two claimants the precious morsel of brown bread distributed at teatime; and after relinquishing to a third half the contents of my mug of coffee, I have swallowed the remainder with an accompaniment of secret tears, forced from me by the exigency of hunger."
Charlotte Bronte,Jane Eyre,XIX,ORIGINAL,"When we left the dining-room, she proposed to show me over the rest of the house; and I followed her upstairs and downstairs, admiring as I went; for all was well arranged and handsome. The large front chambers I thought especially grand: and some of the third-storey rooms, though dark and low, were interesting from their air of antiquity. The furniture once appropriated to the lower apartments had from time to time been removed here, as fashions changed: and the imperfect light entering by their narrow casement showed bedsteads of a hundred years old; chests in oak or walnut, looking, with their strange carvings of palm branches and cherubs’ heads, like types of the Hebrew ark; rows of venerable chairs, high-backed and narrow; stools still more antiquated, on whose cushioned tops were yet apparent traces of half-effaced embroideries, wrought by fingers that for two generations had been coffin-dust. All these relics gave to the third storey of Thornfield Hall the aspect of a home of the past: a shrine of memory. I liked the hush, the gloom, the quaintness of these retreats in the day; but I by no means coveted a night’s repose on one of those wide and heavy beds: shut in, some of them, with doors of oak; shaded, others, with wrought old English hangings crusted with thick work, portraying effigies of strange flowers, and stranger birds, and strangest human beings⁠—all which would have looked strange, indeed, by the pallid gleam of moonlight."
TRANSFER_BEFORE_05,Jane Eyre,XIX,TRANSFER_BEFORE,"The party were expected to arrive on Thursday afternoon, in time for dinner at six. During the intervening period I had no time to nurse chimeras; and I believe I was as active and gay as anybody⁠—Adèle excepted. Still, now and then, I received a damping check to my cheerfulness; and was, in spite of myself, thrown back on the region of doubts and portents, and dark conjectures. This was when I chanced to see the third-storey staircase door (which of late had always been kept locked) open slowly, and give passage to the form of Grace Poole, in prim cap, white apron, and handkerchief; when I watched her glide along the gallery, her quiet tread muffled in a list slipper; when I saw her look into the bustling, topsy-turvy bedrooms⁠—just say a word, perhaps, to the charwoman about the proper way to polish a grate, or clean a marble mantelpiece, or take stains from papered walls, and then pass on. She would thus descend to the kitchen once a day, eat her dinner, smoke a moderate pipe on the hearth, and go back, carrying her pot of porter with her, for her private solace, in her own gloomy, upper haunt. Only one hour in the twenty-four did she pass with her fellow-servants below; all the rest of her time was spent in some low-ceiled, oaken chamber of the second storey: there she sat and sewed⁠—and probably laughed drearily to herself⁠—as companionless as a prisoner in his dungeon."
Charlotte Bronte,Jane Eyre,XIX,ORIGINAL,"I must keep to my post, however. I must watch this ghastly countenance⁠—these blue, still lips forbidden to unclose⁠—these eyes now shut, now opening, now wandering through the room, now fixing on me, and ever glazed with the dullness of horror. I must dip my hand again and again in the basin of blood and water, and wipe away the trickling gore. I must see the light of the unsnuffed candle wane on my employment; the shadows darken on the wrought, antique tapestry round me, and grow black under the hangings of the vast old bed, and quiver strangely over the doors of a great cabinet opposite⁠—whose front, divided into twelve panels, bore, in grim design, the heads of the twelve apostles, each enclosed in its separate panel as in a frame; while above them at the top rose an ebon crucifix and a dying Christ.

According as the shifting obscurity and flickering gleam hovered here or glanced there, it was now the bearded physician, Luke, that bent his brow; now St. John’s long hair that waved; and anon the devilish face of Judas, that grew out of the panel, and seemed gathering life and threatening a revelation of the arch-traitor⁠—of Satan himself⁠—in his subordinate’s form."
Charlotte Bronte,Jane Eyre,XIX,ORIGINAL,"She wanted to know if I was happy at Thornfield Hall, and what sort of a person the mistress was; and when I told her there was only a master, whether he was a nice gentleman, and if I liked him. I told her he was rather an ugly man, but quite a gentleman; and that he treated me kindly, and I was content. Then I went on to describe to her the gay company that had lately been staying at the house; and to these details Bessie listened with interest: they were precisely of the kind she relished.

In such conversation an hour was soon gone: Bessie restored to me my bonnet, etc., and, accompanied by her, I quitted the lodge for the hall. It was also accompanied by her that I had, nearly nine years ago, walked down the path I was now ascending. On a dark, misty, raw morning in January, I had left a hostile roof with a desperate and embittered heart⁠—a sense of outlawry and almost of reprobation⁠—to seek the chilly harbourage of Lowood: that bourne so far away and unexplored. The same hostile roof now again rose before me: my prospects were doubtful yet; and I had yet an aching heart. I still felt as a wanderer on the face of the earth; but I experienced firmer trust in myself and my own powers, and less withering dread of oppression. The gaping wound of my wrongs, too, was now quite healed; and the flame of resentment extinguished."
Charlotte Bronte,Jane Eyre,XIX,ORIGINAL,"I heard him go as I stood at the half-open door of my own room, to which I had now withdrawn. The house cleared, I shut myself in, fastened the bolt that none might intrude, and proceeded⁠—not to weep, not to mourn, I was yet too calm for that, but⁠—mechanically to take off the wedding dress, and replace it by the stuff gown I had worn yesterday, as I thought, for the last time. I then sat down: I felt weak and tired. I leaned my arms on a table, and my head dropped on them. And now I thought: till now I had only heard, seen, moved⁠—followed up and down where I was led or dragged⁠—watched event rush on event, disclosure open beyond disclosure: but now, I thought.

The morning had been a quiet morning enough⁠—all except the brief scene with the lunatic: the transaction in the church had not been noisy; there was no explosion of passion, no loud altercation, no dispute, no defiance or challenge, no tears, no sobs: a few words had been spoken, a calmly pronounced objection to the marriage made; some stern, short questions put by Mr. Rochester; answers, explanations given, evidence adduced; an open admission of the truth had been uttered by my master; then the living proof had been seen; the intruders were gone, and all was over."
Charlotte Bronte,Jane Eyre,XIX,ORIGINAL,"Now, I did not like this, reader. St. John was a good man; but I began to feel he had spoken truth of himself when he said he was hard and cold. The humanities and amenities of life had no attraction for him⁠—its peaceful enjoyments no charm. Literally, he lived only to aspire⁠—after what was good and great, certainly; but still he would never rest, nor approve of others resting round him. As I looked at his lofty forehead, still and pale as a white stone⁠—at his fine lineaments fixed in study⁠—I comprehended all at once that he would hardly make a good husband: that it would be a trying thing to be his wife. I understood, as by inspiration, the nature of his love for Miss Oliver; I agreed with him that it was but a love of the senses. I comprehended how he should despise himself for the feverish influence it exercised over him; how he should wish to stifle and destroy it; how he should mistrust its ever conducting permanently to his happiness or hers. I saw he was of the material from which nature hews her heroes⁠—Christian and Pagan⁠—her lawgivers, her statesmen, her conquerors: a steadfast bulwark for great interests to rest upon; but, at the fireside, too often a cold cumbrous column, gloomy and out of place."
Charlotte Bronte,Jane Eyre,XIX,ORIGINAL,"He then went on to explain that Hindustani was the language he was himself at present studying; that, as he advanced, he was apt to forget the commencement; that it would assist him greatly to have a pupil with whom he might again and again go over the elements, and so fix them thoroughly in his mind; that his choice had hovered for some time between me and his sisters; but that he had fixed on me because he saw I could sit at a task the longest of the three. Would I do him this favour? I should not, perhaps, have to make the sacrifice long, as it wanted now barely three months to his departure.

St. John was not a man to be lightly refused: you felt that every impression made on him, either for pain or pleasure, was deep-graved and permanent. I consented. When Diana and Mary returned, the former found her scholar transferred from her to her brother: she laughed, and both she and Mary agreed that St. John should never have persuaded them to such a step."
Jane Austen,Emma,XIX,ORIGINAL,"The event had every promise of happiness for her friend. Mr. Weston was a man of unexceptionable character, easy fortune, suitable age, and pleasant manners; and there was some satisfaction in considering with what self-denying, generous friendship she had always wished and promoted the match; but it was a black morning’s work for her. The want of Miss Taylor would be felt every hour of every day. She recalled her past kindness⁠—the kindness, the affection of sixteen years⁠—how she had taught and how she had played with her from five years old⁠—how she had devoted all her powers to attach and amuse her in health⁠—and how nursed her through the various illnesses of childhood. A large debt of gratitude was owing here; but the intercourse of the last seven years, the equal footing and perfect unreserve which had soon followed Isabella’s marriage, on their being left to each other, was yet a dearer, tenderer recollection. She had been a friend and companion such as few possessed: intelligent, well-informed, useful, gentle, knowing all the ways of the family, interested in all its concerns, and peculiarly interested in herself, in every pleasure, every scheme of hers⁠—one to whom she could speak every thought as it arose, and who had such an affection for her as could never find fault."
Jane Austen,Emma,XIX,ORIGINAL,"Miss Churchill, however, being of age, and with the full command of her fortune⁠—though her fortune bore no proportion to the family-estate⁠—was not to be dissuaded from the marriage, and it took place, to the infinite mortification of Mr. and Mrs. Churchill, who threw her off with due decorum. It was an unsuitable connection, and did not produce much happiness. Mrs. Weston ought to have found more in it, for she had a husband whose warm heart and sweet temper made him think everything due to her in return for the great goodness of being in love with him; but though she had one sort of spirit, she had not the best. She had resolution enough to pursue her own will in spite of her brother, but not enough to refrain from unreasonable regrets at that brother’s unreasonable anger, nor from missing the luxuries of her former home. They lived beyond their income, but still it was nothing in comparison of Enscombe: she did not cease to love her husband, but she wanted at once to be the wife of Captain Weston, and Miss Churchill of Enscombe."
Jane Austen,Emma,XIX,ORIGINAL,"Mr. Woodhouse was fond of society in his own way. He liked very much to have his friends come and see him; and from various united causes, from his long residence at Hartfield, and his good nature, from his fortune, his house, and his daughter, he could command the visits of his own little circle, in a great measure, as he liked. He had not much intercourse with any families beyond that circle; his horror of late hours, and large dinner-parties, made him unfit for any acquaintance but such as would visit him on his own terms. Fortunately for him, Highbury, including Randalls in the same parish, and Donwell Abbey in the parish adjoining, the seat of Mr. Knightley, comprehended many such. Not unfrequently, through Emma’s persuasion, he had some of the chosen and the best to dine with him: but evening parties were what he preferred; and, unless he fancied himself at any time unequal to company, there was scarcely an evening in the week in which Emma could not make up a card-table for him.

Real, long-standing regard brought the Westons and Mr. Knightley; and by Mr. Elton, a young man living alone without liking it, the privilege of exchanging any vacant evening of his own blank solitude for the elegancies and society of Mr. Woodhouse’s drawing-room, and the smiles of his lovely daughter, was in no danger of being thrown away."
Jane Austen,Emma,XIX,ORIGINAL,"Mr. Elton was the very person fixed on by Emma for driving the young farmer out of Harriet’s head. She thought it would be an excellent match; and only too palpably desirable, natural, and probable, for her to have much merit in planning it. She feared it was what everybody else must think of and predict. It was not likely, however, that anybody should have equalled her in the date of the plan, as it had entered her brain during the very first evening of Harriet’s coming to Hartfield. The longer she considered it, the greater was her sense of its expediency. Mr. Elton’s situation was most suitable, quite the gentleman himself, and without low connections; at the same time, not of any family that could fairly object to the doubtful birth of Harriet. He had a comfortable home for her, and Emma imagined a very sufficient income; for though the vicarage of Highbury was not large, he was known to have some independent property; and she thought very highly of him as a good-humoured, well-meaning, respectable young man, without any deficiency of useful understanding or knowledge of the world."
Jane Austen,Emma,XIX,ORIGINAL,"Harriet was soon back again, and the proposal almost immediately made; and she had no scruples which could stand many minutes against the earnest pressing of both the others. Emma wished to go to work directly, and therefore produced the portfolio containing her various attempts at portraits, for not one of them had ever been finished, that they might decide together on the best size for Harriet. Her many beginnings were displayed. Miniatures, half-lengths, whole-lengths, pencil, crayon, and watercolours had been all tried in turn. She had always wanted to do everything, and had made more progress both in drawing and music than many might have done with so little labour as she would ever submit to. She played and sang;⁠—and drew in almost every style; but steadiness had always been wanting; and in nothing had she approached the degree of excellence which she would have been glad to command, and ought not to have failed of. She was not much deceived as to her own skill either as an artist or a musician, but she was not unwilling to have others deceived, or sorry to know her reputation for accomplishment often higher than it deserved."
TRANSFER_BEFORE_08,Emma,XIX,TRANSFER_BEFORE,"Perhaps it was not fair to expect him to feel how very much he was her inferior in talent, and all the elegancies of mind. The very want of such equality might prevent his perception of it; but he must know that in fortune and consequence she was greatly his superior. He must know that the Woodhouses had been settled for several generations at Hartfield, the younger branch of a very ancient family⁠—and that the Eltons were nobody. The landed property of Hartfield certainly was inconsiderable, being but a sort of notch in the Donwell Abbey estate, to which all the rest of Highbury belonged; but their fortune, from other sources, was such as to make them scarcely secondary to Donwell Abbey itself, in every other kind of consequence; and the Woodhouses had long held a high place in the consideration of the neighbourhood which Mr. Elton had first entered not two years ago, to make his way as he could, without any alliances but in trade, or anything to recommend him to notice but his situation and his civility.⁠—But he had fancied her in love with him; that evidently must have been his dependence; and after raving a little about the seeming incongruity of gentle manners and a conceited head, Emma was obliged in common honesty to stop and admit that her own behaviour to him had been so complaisant and obliging, so full of courtesy and attention, as (supposing her real motive unperceived) might warrant a man of ordinary observation and delicacy, like Mr. Elton, in fancying himself a very decided favourite.
"
Jane Austen,Emma,XIX,ORIGINAL,"But the compassionate feelings of a friend of her father gave a change to her destiny. This was Colonel Campbell, who had very highly regarded Fairfax, as an excellent officer and most deserving young man; and farther, had been indebted to him for such attentions, during a severe camp-fever, as he believed had saved his life. These were claims which he did not learn to overlook, though some years passed away from the death of poor Fairfax, before his own return to England put anything in his power. When he did return, he sought out the child and took notice of her. He was a married man, with only one living child, a girl, about Jane’s age: and Jane became their guest, paying them long visits and growing a favourite with all; and before she was nine years old, his daughter’s great fondness for her, and his own wish of being a real friend, united to produce an offer from Colonel Campbell of undertaking the whole charge of her education. It was accepted; and from that period Jane had belonged to Colonel Campbell’s family, and had lived with them entirely, only visiting her grandmother from time to time."
Jane Austen,Emma,XIX,ORIGINAL,"These were charming feelings⁠—but not lasting. Before she had committed herself by any public profession of eternal friendship for Jane Fairfax, or done more towards a recantation of past prejudices and errors, than saying to Mr. Knightley, “She certainly is handsome; she is better than handsome!” Jane had spent an evening at Hartfield with her grandmother and aunt, and everything was relapsing much into its usual state. Former provocations reappeared. The aunt was as tiresome as ever; more tiresome, because anxiety for her health was now added to admiration of her powers; and they had to listen to the description of exactly how little bread and butter she ate for breakfast, and how small a slice of mutton for dinner, as well as to see exhibitions of new caps and new workbags for her mother and herself; and Jane’s offences rose again. They had music; Emma was obliged to play; and the thanks and praise which necessarily followed appeared to her an affectation of candour, an air of greatness, meaning only to show off in higher style her own very superior performance. She was, besides, which was the worst of all, so cold, so cautious! There was no getting at her real opinion. Wrapt up in a cloak of politeness, she seemed determined to hazard nothing. She was disgustingly, was suspiciously reserved."
Jane Austen,Emma,XIX,ORIGINAL,"Had it been allowable entertainment, had there been no pain to her friend, or reproach to herself, in the waverings of Harriet’s mind, Emma would have been amused by its variations. Sometimes Mr. Elton predominated, sometimes the Martins; and each was occasionally useful as a check to the other. Mr. Elton’s engagement had been the cure of the agitation of meeting Mr. Martin. The unhappiness produced by the knowledge of that engagement had been a little put aside by Elizabeth Martin’s calling at Mrs. Goddard’s a few days afterwards. Harriet had not been at home; but a note had been prepared and left for her, written in the very style to touch; a small mixture of reproach, with a great deal of kindness; and till Mr. Elton himself appeared, she had been much occupied by it, continually pondering over what could be done in return, and wishing to do more than she dared to confess. But Mr. Elton, in person, had driven away all such cares. While he stayed, the Martins were forgotten; and on the very morning of his setting off for Bath again, Emma, to dissipate some of the distress it occasioned, judged it best for her to return Elizabeth Martin’s visit."
Jane Austen,Emma,XIX,ORIGINAL,"Emma had hardly expected them: for Mr. Weston, who had called in for half a minute, in order to hear that his son was very handsome, knew nothing of their plans; and it was an agreeable surprise to her, therefore, to perceive them walking up to the house together, arm in arm. She was wanting to see him again, and especially to see him in company with Mrs. Weston, upon his behaviour to whom her opinion of him was to depend. If he were deficient there, nothing should make amends for it. But on seeing them together, she became perfectly satisfied. It was not merely in fine words or hyperbolical compliment that he paid his duty; nothing could be more proper or pleasing than his whole manner to her⁠—nothing could more agreeably denote his wish of considering her as a friend and securing her affection. And there was time enough for Emma to form a reasonable judgment, as their visit included all the rest of the morning. They were all three walking about together for an hour or two⁠—first round the shrubberies of Hartfield, and afterwards in Highbury. He was delighted with everything; admired Hartfield sufficiently for Mr. Woodhouse’s ear; and when their going farther was resolved on, confessed his wish to be made acquainted with the whole village, and found matter of commendation and interest much oftener than Emma could have supposed."
Jane Austen,Emma,XIX,ORIGINAL,"In one respect Mrs. Elton grew even worse than she had appeared at first. Her feelings altered towards Emma.⁠—Offended, probably, by the little encouragement which her proposals of intimacy met with, she drew back in her turn and gradually became much more cold and distant; and though the effect was agreeable, the ill-will which produced it was necessarily increasing Emma’s dislike. Her manners, too⁠—and Mr. Elton’s, were unpleasant towards Harriet. They were sneering and negligent. Emma hoped it must rapidly work Harriet’s cure; but the sensations which could prompt such behaviour sunk them both very much.⁠—It was not to be doubted that poor Harriet’s attachment had been an offering to conjugal unreserve, and her own share in the story, under a colouring the least favourable to her and the most soothing to him, had in all likelihood been given also. She was, of course, the object of their joint dislike.⁠—When they had nothing else to say, it must be always easy to begin abusing Miss Woodhouse; and the enmity which they dared not show in open disrespect to her, found a broader vent in contemptuous treatment of Harriet."
Jane Austen,Emma,XIX,ORIGINAL,"A very little quiet reflection was enough to satisfy Emma as to the nature of her agitation on hearing this news of Frank Churchill. She was soon convinced that it was not for herself she was feeling at all apprehensive or embarrassed; it was for him. Her own attachment had really subsided into a mere nothing; it was not worth thinking of;⁠—but if he, who had undoubtedly been always so much the most in love of the two, were to be returning with the same warmth of sentiment which he had taken away, it would be very distressing. If a separation of two months should not have cooled him, there were dangers and evils before her:⁠—caution for him and for herself would be necessary. She did not mean to have her own affections entangled again, and it would be incumbent on her to avoid any encouragement of his.

She wished she might be able to keep him from an absolute declaration. That would be so very painful a conclusion of their present acquaintance! and yet, she could not help rather anticipating something decisive. She felt as if the spring would not pass without bringing a crisis, an event, a something to alter her present composed and tranquil state."
Jane Austen,Emma,XIX,ORIGINAL,"Emma perceived that her taste was not the only taste on which Mr. Weston depended, and felt, that to be the favourite and intimate of a man who had so many intimates and confidantes, was not the very first distinction in the scale of vanity. She liked his open manners, but a little less of open-heartedness would have made him a higher character.⁠—General benevolence, but not general friendship, made a man what he ought to be.⁠—She could fancy such a man. The whole party walked about, and looked, and praised again; and then, having nothing else to do, formed a sort of half-circle round the fire, to observe in their various modes, till other subjects were started, that, though May, a fire in the evening was still very pleasant.

Emma found that it was not Mr. Weston’s fault that the number of privy councillors was not yet larger. They had stopped at Mrs. Bates’s door to offer the use of their carriage, but the aunt and niece were to be brought by the Eltons."
Jane Austen,Emma,XIX,ORIGINAL,"This little explanation with Mr. Knightley gave Emma considerable pleasure. It was one of the agreeable recollections of the ball, which she walked about the lawn the next morning to enjoy.⁠—She was extremely glad that they had come to so good an understanding respecting the Eltons, and that their opinions of both husband and wife were so much alike; and his praise of Harriet, his concession in her favour, was peculiarly gratifying. The impertinence of the Eltons, which for a few minutes had threatened to ruin the rest of her evening, had been the occasion of some of its highest satisfactions; and she looked forward to another happy result⁠—the cure of Harriet’s infatuation.⁠—From Harriet’s manner of speaking of the circumstance before they quitted the ballroom, she had strong hopes. It seemed as if her eyes were suddenly opened, and she were enabled to see that Mr. Elton was not the superior creature she had believed him. The fever was over, and Emma could harbour little fear of the pulse being quickened again by injurious courtesy. She depended on the evil feelings of the Eltons for supplying all the discipline of pointed neglect that could be farther requisite.⁠—Harriet rational, Frank Churchill not too much in love, and Mr. Knightley not wanting to quarrel with her, how very happy a summer must be before her!"
Jane Austen,Emma,XIX,ORIGINAL,"Emma’s first resolution was to keep her father from the knowledge of what had passed⁠—aware of the anxiety and alarm it would occasion: but she soon felt that concealment must be impossible. Within half an hour it was known all over Highbury. It was the very event to engage those who talk most, the young and the low; and all the youth and servants in the place were soon in the happiness of frightful news. The last night’s ball seemed lost in the gipsies. Poor Mr. Woodhouse trembled as he sat, and, as Emma had foreseen, would scarcely be satisfied without their promising never to go beyond the shrubbery again. It was some comfort to him that many inquiries after himself and Miss Woodhouse (for his neighbours knew that he loved to be inquired after), as well as Miss Smith, were coming in during the rest of the day; and he had the pleasure of returning for answer, that they were all very indifferent⁠—which, though not exactly true, for she was perfectly well, and Harriet not much otherwise, Emma would not interfere with. She had an unhappy state of health in general for the child of such a man, for she hardly knew what indisposition was; and if he did not invent illnesses for her, she could make no figure in a message."
Allen Ginsberg,Howl,Beat,ORIGINAL,"I saw the best minds of my generation destroyed by madness, starving hysterical naked,
dragging themselves through the negro streets at dawn looking for an angry fix,
angelheaded hipsters burning for the ancient heavenly connection to the starry dynamo in the machinery of night,
who poverty and tatters and hollow-eyed and high sat up smoking in the supernatural darkness of cold-water flats floating across the tops of cities contemplating jazz,
who bared their brains to Heaven under the El and saw Mohammedan angels staggering on tenement roofs illuminated,
who passed through universities with radiant cool eyes hallucinating Arkansas and Blake-light tragedy among the scholars of war,
who were expelled from the academies for crazy & publishing obscene odes on the windows of the skull,
who cowered in unshaven rooms in underwear, burning their money in wastebaskets and listening to the Terror through the wall,
who got busted in their pubic beards returning through Laredo with a belt of marijuana for New York,
who ate fire in paint hotels or drank turpentine in Paradise Alley, death, or purgatoried their torsos night after night
with dreams, with drugs, with waking nightmares, alcohol and cock and endless balls,
incomparable blind streets of shuddering cloud and lightning in the mind leaping toward poles of Canada & Paterson, illuminating all the motionless world of Time between,
Peyote solidities of halls, backyard green tree cemetery dawns, wine drunkenness over the rooftops, storefront boroughs of teahead joyride neon blinking traffic light, sun and moon and tree vibrations in the roaring winter dusks of Brooklyn, ashcan rantings and kind king light of mind,"
Allen Ginsberg,Howl,Beat,ORIGINAL,"who talked continuously seventy hours from park to pad to bar to Bellevue to museum to the Brooklyn Bridge,
a lost battalion of platonic conversationalists jumping down the stoops off fire escapes off windowsills off Empire State out of the moon,
yacketayakking screaming vomiting whispering facts and memories and anecdotes and eyeball kicks and shocks of hospitals and jails and wars,
whole intellects disgorged in total recall for seven days and nights with brilliant eyes, meat for the Synagogue cast on the pavement,
who vanished into nowhere Zen New Jersey leaving a trail of ambiguous picture postcards of Atlantic City Hall,
suffering Eastern sweats and Tangerian bone-grindings and migraines of China under junk-withdrawal in Newark’s bleak furnished room,   
who wandered around and around at midnight in the railroad yard wondering where to go, and went, leaving no broken hearts,
who lit cigarettes in boxcars boxcars boxcars racketing through snow toward lonesome farms in grandfather night,
who studied Plotinus Poe St. John of the Cross telepathy and bop kabbalah because the cosmos instinctively vibrated at their feet in Kansas,   
who loned it through the streets of Idaho seeking visionary indian angels who were visionary indian angels,
who thought they were only mad when Baltimore gleamed in supernatural ecstasy,
who jumped in limousines with the Chinaman of Oklahoma on the impulse of winter midnight streetlight smalltown rain,"
Allen Ginsberg,Howl,Beat,ORIGINAL,"who cut their wrists three times successively unsuccessfully, gave up and were forced to open antique stores where they thought they were growing old and cried,
who were burned alive in their innocent flannel suits on Madison Avenue amid blasts of leaden verse & the tanked-up clatter of the iron regiments of fashion & the nitroglycerine shrieks of the fairies of advertising & the mustard gas of sinister intelligent editors, or were run down by the drunken taxicabs of Absolute Reality,
who jumped off the Brooklyn Bridge this actually happened and walked away unknown and forgotten into the ghostly daze of Chinatown soup alleyways & firetrucks, not even one free beer,
who sang out of their windows in despair, fell out of the subway window, jumped in the filthy Passaic, leaped on negroes, cried all over the street, danced on broken wineglasses barefoot smashed phonograph records of nostalgic European 1930s German jazz finished the whiskey and threw up groaning into the bloody toilet, moans in their ears and the blast of colossal steamwhistles,
who barreled down the highways of the past journeying to each other’s hotrod-Golgotha jail-solitude watch or Birmingham jazz incarnation,
who drove crosscountry seventytwo hours to find out if I had a vision or you had a vision or he had a vision to find out Eternity,
who journeyed to Denver, who died in Denver, who came back to Denver & waited in vain, who watched over Denver & brooded & loned in Denver and finally went away to find out the Time, & now Denver is lonesome for her heroes,
who fell on their knees in hopeless cathedrals praying for each other’s salvation and light and breasts, until the soul illuminated its hair for a second,"
